Dataset,Owner,Create Date,Last Modified Date,KB,MB,GB
NICU_PROG_ENRT_DTKY3,d1p3,2013-05-16,2013-05-16,152,0.15,0
NICU_PROG_SATN_SURVEY,d1p3,2013-05-16,2013-05-16,48,0.05,0
NICU_READM_30D2,d1p3,2011-09-12,2011-09-12,520,0.51,0
NICU_READM_3MONTH,d1p3,2011-09-12,2011-09-12,456,0.45,0
NICU_RX_CLM,d1p3,2013-06-12,2013-06-12,24,0.02,0
NICU_RX_HLT,d1p3,2013-04-16,2013-04-16,104,0.1,0
NIK_00_CMS_DIAG_3DIG,f6n9,2013-12-19,2013-12-19,152,0.15,0
NIK_00_CMS_DIAG_3DIG1,f6n9,2013-12-19,2013-12-19,152,0.15,0
NIK_00_ICD9_DIAGS,f6n9,2014-07-01,2014-07-01,25032,24.45,0.024
NIK_01_AHFS_CLASS,f6n9,2013-05-20,2013-05-20,24,0.02,0
NIK_02_PRODUCT_MAP,f6n9,2014-07-03,2014-07-03,72,0.07,0
NIK_03_PAIN_DIAGS,f6n9,2013-06-13,2013-06-13,24,0.02,0
NIK_04_MSA,f6n9,2014-07-28,2014-07-28,32,0.03,0
NIK_05_NARCOTICS,f6n9,2013-06-12,2013-06-12,24,0.02,0
NIK_06_SIC,f6n9,2013-07-01,2013-07-01,40,0.04,0
NIK_07_COPD_CODES,f6n9,2013-08-06,2013-08-06,16,0.02,0
NIK_08_PROCEDURE_CODES,f6n9,2014-02-24,2014-02-24,12008,11.73,0.011
NIK_09_HEDIS_MEASURES_TO_VALUES,f6n9,2014-07-23,2014-07-23,104,0.1,0
NIK_11_HEDIS_VALUES_TO_CODES,f6n9,2014-07-23,2014-07-23,3960,3.87,0.004
NIK_13_HEDIS_PCE_CORTICOSTEROIDS,f6n9,2013-08-15,2013-08-15,112,0.11,0
NIK_15_HEDIS_PCE_BRONCHO,f6n9,2013-08-15,2013-08-15,104,0.1,0
NIK_16_DIAGNOSIS_POTENTIAL,f6n9,2013-12-30,2013-12-30,5312,5.19,0.005
NIK_17_DISABILITY_CODES,f6n9,2013-12-31,2013-12-31,120,0.12,0
NIK_19_PROVIDER_201403,f6n9,2014-08-21,2014-08-21,309384,302.13,0.295
NIK_19_PROVIDER_PUT,f6n9,2014-08-21,2014-08-21,16,0.02,0
NIK_21_PCP_ATTRIBUTE,f6n9,2014-08-24,2014-08-24,1165000,1137.7,1.111
NIK_ADHOC_ONE_201307,f6n9,2014-08-18,2014-08-18,72,0.07,0
NIK_ADHOC_ONE_FINAL,f6n9,2014-08-19,2014-08-19,20837704,20349.32,19.872
NIK_CH2_CH2EXD1,f6n9,2014-08-17,2014-08-17,16,0.02,0
NIK_CH2_NN_RESP_DATA,f6n9,2014-08-15,2014-08-15,2864,2.8,0.003
NIK_HCTC_COND,f6n9,2013-05-02,2013-05-02,168,0.16,0
NIK_LANG_MBR_LOB,f6n9,2013-10-24,2013-10-24,380264,371.35,0.363
NIK_LOB,f6n9,2013-05-02,2013-05-02,16,0.02,0
NIK_MCM_05_ESRD_ELIG_MBRS,f6n9,2013-10-01,2013-10-01,1485464,1450.65,1.417
NIK_MCM_35_ESRD_PROF_CLMS1_N,f6n9,2013-10-01,2013-10-01,374144,365.38,0.357
NIK_MCM_40_ESRD_PROF_CLMS2_N,f6n9,2013-10-01,2013-10-01,847432,827.57,0.808
NIK_MCM_45_ESRD_FINAL_DATA,f6n9,2013-10-01,2013-10-01,866248,845.95,0.826
NIK_MCM_50_ESRD_FINAL_DATA,f6n9,2013-10-01,2013-10-01,866248,845.95,0.826
NIK_MCM_55_ESRD_FINAL_DATA,f6n9,2013-10-02,2013-10-02,62488,61.02,0.06
NIK_MCM_60_ESRD_INST_CLMS1_N,f6n9,2013-10-01,2013-10-01,55640,54.34,0.053
NIK_MCM_65_ESRD_INST_CLMS2_N,f6n9,2013-10-01,2013-10-01,141768,138.45,0.135
NIK_MCM_70_ESRD_FINAL_INST_DATA,f6n9,2013-10-01,2013-10-01,144648,141.26,0.138
NIK_MCM_75_ESRD_FINAL_INST_DATA,f6n9,2013-10-01,2013-10-01,144648,141.26,0.138
NIK_MCM_80_ESRD_FINAL_INST_DATA,f6n9,2013-10-02,2013-10-02,11368,11.1,0.011
NIK_MCM_85_ESRD_FINAL_DATA,f6n9,2013-10-01,2013-10-01,75848,74.07,0.072
NIK_NCQA_ALYS_RGN,e8yf,2014-11-11,2014-11-11,1165664,1138.34,1.112
NIK_NCQA_TOT_COSTS,d1p3,2014-04-21,2014-04-21,2130632,2080.7,2.032
NIK_OMB_CATEGORIES,f6n9,2014-03-10,2014-03-10,32,0.03,0
NIK_OMB_SR_CATEGORIES,f6n9,2014-03-10,2014-03-10,16,0.02,0
NIK_RACE_ETH_MBR_LOB,f6n9,2013-10-24,2013-10-24,37496,36.62,0.036
NIK_REL_CNSR_EGP_MBRS,f6n9,2014-02-06,2014-02-06,69912,68.27,0.067
NIK_REL_ENRT2,f6n9,2014-02-06,2014-02-06,2265928,2212.82,2.161
NIK_REL_ENRT_STUB,f6n9,2014-02-13,2014-02-13,2379208,2323.45,2.269
NIK_REL_FINAL_RACE,f6n9,2014-03-28,2014-03-28,2461256,2403.57,2.347
NIK_REL_INDV_CNSR,f6n9,2014-02-06,2014-02-06,5102472,4982.88,4.866
NIK_REL_KBM1,f6n9,2014-04-16,2014-04-16,5972888,5832.9,5.696
NONEVOLUTION_25K,d1p3,2016-06-20,2016-06-20,23240,22.7,0.022
NONFEP_NOTRAD_1ROW_V,e2a6,2012-01-06,2012-01-06,24,0.02,0
NONFEP_NOTRAD_1ROW_V2,e2a6,2012-01-08,2012-01-08,32808,32.04,0.031
NONFEP_NOTRAD_V,e2a6,2012-01-06,2012-01-06,24,0.02,0
NONFEP_NOTRAD_V2,e2a6,2012-01-08,2012-01-08,33096,32.32,0.032
NONFEP_RISK2_V,e2a6,2012-01-06,2012-01-06,72,0.07,0
NONFEP_RISK2_VA,e2a6,2012-01-08,2012-01-08,858312,838.2,0.819
NONFEP_RISK_EXCL_V,e2a6,2012-01-06,2012-01-06,877448,856.88,0.837
NONFEP_RISK_V,e2a6,2012-01-06,2012-01-06,72,0.07,0
NONFEP_RISK_VA,e2a6,2012-01-08,2012-01-08,858312,838.2,0.819
NONFEP_V,e2a6,2012-01-05,2012-01-05,21740584,21231.04,20.733
NONFEP_V2,e2a6,2012-01-07,2012-01-07,28552,27.88,0.027
NONFEP_V2B,e2a6,2012-01-08,2012-01-08,28552,27.88,0.027
NOT_TARGETED_COMMERCIAL,d1p3,2014-10-02,2014-10-02,968,0.95,0.001
NOT_TARGETED_MEDICARE,d1p3,2014-10-03,2014-10-03,104,0.1,0
NRC_2014_ALL_PCP,d1p3,2015-03-02,2015-03-02,7224,7.05,0.007
NRC_2014_CNSRID,d1p3,2015-03-04,2015-03-04,8840,8.63,0.008
NRC_2014_CNSRID2,d1p3,2015-03-04,2015-03-04,8840,8.63,0.008
NRC_2014_ENRT,d1p3,2015-03-03,2015-03-03,8408,8.21,0.008
NRC_2014_PROF,d1p3,2015-03-04,2015-03-04,152096,148.53,0.145
NRC_2015_PROF,d1p3,2015-03-02,2015-03-02,6536,6.38,0.006
NRC_ALL,d1p3,2015-02-20,2015-02-20,6424,6.27,0.006
NRC_ALL_CNSR,d1p3,2015-03-04,2015-03-04,10448,10.2,0.01
NRC_CARDIO_SPREADSHEET_AUG8,d1p3,2014-08-08,2014-08-08,168,0.16,0
NRC_CARDIO_SPREADSHEET_JULY24,d1p3,2014-07-24,2014-07-24,408,0.4,0
NRC_CARDIO_SPREADSHEET_JULY7,d1p3,2014-07-09,2014-07-09,448,0.44,0
NRC_CARDIO_SPREADSHEET_JUNE10,d1p3,2014-06-10,2014-06-10,168,0.16,0
NRC_CARDIO_SPREADSHEET_MAR21,d1p3,2014-03-21,2014-03-21,608,0.59,0.001
NRC_CARDIO_SPREADSHEET_MAY05,d1p3,2014-05-05,2014-05-05,608,0.59,0.001
NRC_CARDIO_SPREADSHEET_MAY05_F,d1p3,2014-05-05,2014-05-05,608,0.59,0.001
NRC_CARDIO_SPREADSHEET_SEP5,d1p3,2014-09-05,2014-09-05,48,0.05,0
NRC_CCM,d1p3,2014-09-17,2014-09-17,30280,29.57,0.029
NRC_COMPLETE_ALL_DATE,d1p3,2015-03-02,2015-03-02,4520,4.41,0.004
NRC_COMPLETE_DATE,d1p3,2015-02-27,2015-02-27,4504,4.4,0.004
NRC_COMPLETE_PARTIAL_DATE,d1p3,2015-03-02,2015-03-02,4520,4.41,0.004
NRC_CTM,d1p3,2014-09-04,2014-09-04,159880,156.13,0.152
NRC_DIAB_SPREADSHEET_AUG8,d1p3,2014-08-08,2014-08-08,208,0.2,0
NRC_DIAB_SPREADSHEET_JULY24,d1p3,2014-07-24,2014-07-24,448,0.44,0
NRC_DIAB_SPREADSHEET_JULY7,d1p3,2014-07-09,2014-07-09,488,0.48,0
NRC_DIAB_SPREADSHEET_JUNE10,d1p3,2014-06-10,2014-06-10,168,0.16,0
NRC_DIAB_SPREADSHEET_MAR21,d1p3,2014-03-21,2014-03-21,728,0.71,0.001
NRC_DIAB_SPREADSHEET_MAY05,d1p3,2014-05-05,2014-05-05,728,0.71,0.001
NRC_DIAB_SPREADSHEET_MAY05_F,d1p3,2014-05-05,2014-05-05,728,0.71,0.001
NRC_DIAB_SPREADSHEET_SEP5,d1p3,2014-09-05,2014-09-05,48,0.05,0
NRC_FINAL_2014,d1p3,2015-03-05,2015-03-05,11624,11.35,0.011
NRC_FINAL_ANAL,d1p3,2015-03-05,2015-03-05,361032,352.57,0.344
NRC_FINAL_COSTS,d1p3,2015-03-05,2015-03-05,361032,352.57,0.344
NRC_FINAL_RISK_2014,d1p3,2015-03-05,2015-03-05,324936,317.32,0.31
NRC_GENERAL_CM_SHEET_AUG8,d1p3,2014-08-08,2014-08-08,2408,2.35,0.002
NRC_GENERAL_CM_SHEET_JULY24,d1p3,2014-07-24,2014-07-24,2648,2.59,0.003
NRC_GENERAL_CM_SHEET_JULY7,d1p3,2014-07-09,2014-07-09,2648,2.59,0.003
NRC_GENERAL_CM_SHEET_JUNE10,d1p3,2014-06-10,2014-06-10,680,0.66,0.001
NRC_GENERAL_CM_SHEET_MAY05_F,d1p3,2014-05-05,2014-05-05,2648,2.59,0.003
NRC_GENERAL_CM_SHEET_SEP5,d1p3,2014-09-05,2014-09-05,1608,1.57,0.002
NRC_GENERAL_CM_SPREADSHEET_MAR21,d1p3,2014-03-21,2014-03-21,2568,2.51,0.002
NRC_GENERAL_CM_SPREADSHEET_MAY05,d1p3,2014-05-05,2014-05-05,2608,2.55,0.002
NRC_MEM_MON,d1p3,2015-03-05,2015-03-05,358792,350.38,0.342
NRC_PCP,d1p3,2015-02-27,2015-02-27,7624,7.45,0.007
NRC_RISK_FACTORS,d1p3,2014-01-16,2014-01-16,368,0.36,0
NRC_RISK_FACTORS_2013,d1p3,2014-01-27,2014-01-27,376,0.37,0
NURSE_ALERTS_BHI_AUTHS_FEB212011,d1p3,2011-02-21,2011-02-21,456,0.45,0
NYU_EDOUT_0514_0415,d1p3,2015-08-14,2015-08-14,35304,34.48,0.034
NYU_ED_ICD9_10,e8ja,2016-06-03,2016-06-03,41728,40.75,0.04
NYU_NHUY,d1p3,2011-02-08,2011-02-08,24536,23.96,0.023
NYU_NHUY_WCNSR,d1p3,2011-10-24,2011-10-24,25752,25.15,0.025
O360_MOMS,d1p3,2012-05-01,2012-05-01,355528,347.2,0.339
O360_NICU_READM_30D,d1p3,2012-05-01,2012-05-01,1688,1.65,0.002
O360_NICU_READM_31_180D,d1p3,2012-05-01,2012-05-01,2328,2.27,0.002
O360_NICU_READM_MOMS_BABIES,d1p3,2012-05-02,2012-05-02,584,0.57,0.001
O360_NICU_READM_VST_30_180D,d1p3,2012-05-02,2012-05-02,4200,4.1,0.004
OMW_101014,g0av,2014-10-14,2014-10-14,120,0.12,0
OMW_ADDPCP_033015,d1p3,2015-04-01,2015-04-01,1096,1.07,0.001
OMW_ADDPCP_100814,f3a9,2014-10-15,2014-10-15,840,0.82,0.001
OMW_ADDPCP_102314,f3a9,2014-10-27,2014-10-27,904,0.88,0.001
OMW_ADDPCP_110614,f3a9,2014-11-07,2014-11-07,968,0.95,0.001
OMW_ADDPCP_112014,f3a9,2014-11-21,2014-11-21,1096,1.07,0.001
OMW_ADDPCP_120414,f3a9,2014-12-06,2014-12-06,840,0.82,0.001
OMW_ADDPCP_121714,f3a9,2014-12-18,2014-12-18,1032,1.01,0.001
OMW_ADD_CHRONIC_102314,f3a9,2014-10-24,2014-10-24,520,0.51,0
OMW_ADD_CHRONIC_110614,f3a9,2014-11-07,2014-11-07,584,0.57,0.001
OMW_ADD_CHRONIC_112014,f3a9,2014-11-21,2014-11-21,648,0.63,0.001
OMW_ADD_CHRONIC_120414,f3a9,2014-12-05,2014-12-05,648,0.63,0.001
OMW_ADD_CHRONIC_121714,f3a9,2014-12-18,2014-12-18,712,0.7,0.001
OMW_ADD_RHEU_100814,f3a9,2014-10-15,2014-10-15,456,0.45,0
OMW_ADD_RHEU_102314,f3a9,2014-10-24,2014-10-24,520,0.51,0
OMW_ADD_RHEU_110614,f3a9,2014-11-07,2014-11-07,584,0.57,0.001
OMW_ADD_RHEU_112014,f3a9,2014-11-21,2014-11-21,648,0.63,0.001
OMW_ADD_RHEU_120414,f3a9,2014-12-06,2014-12-06,712,0.7,0.001
OMW_ADD_RHEU_121714,f3a9,2014-12-18,2014-12-18,776,0.76,0.001
OMW_CONT_UNIQUE_102314,f3a9,2014-10-24,2014-10-24,904,0.88,0.001
OMW_CONT_UNIQUE_110614,f3a9,2014-11-07,2014-11-07,1032,1.01,0.001
OMW_CONT_UNIQUE_112014,f3a9,2014-11-21,2014-11-21,1160,1.13,0.001
OMW_CONT_UNIQUE_120414,f3a9,2014-12-05,2014-12-05,1224,1.2,0.001
OMW_CONT_UNIQUE_121714,f3a9,2014-12-17,2014-12-17,1352,1.32,0.001
OMW_DENOMINATOR_102314,f3a9,2014-10-24,2014-10-24,456,0.45,0
OMW_DENOMINATOR_110614,f3a9,2014-11-07,2014-11-07,520,0.51,0
OMW_DENOMINATOR_112014,f3a9,2014-11-21,2014-11-21,584,0.57,0.001
OMW_DENOMINATOR_120414,f3a9,2014-12-05,2014-12-05,584,0.57,0.001
OMW_DENOMINATOR_121714,f3a9,2014-12-18,2014-12-18,648,0.63,0.001
OMW_DETERMINE_102314,f3a9,2014-10-24,2014-10-24,456,0.45,0
OMW_DETERMINE_110614,f3a9,2014-11-07,2014-11-07,520,0.51,0
OMW_DETERMINE_112014,f3a9,2014-11-21,2014-11-21,584,0.57,0.001
OMW_DETERMINE_120414,f3a9,2014-12-05,2014-12-05,648,0.63,0.001
OMW_DETERMINE_121714,f3a9,2014-12-18,2014-12-18,712,0.7,0.001
OMW_NDC_ALL_102314,f3a9,2014-10-24,2014-10-24,168,0.16,0
OMW_NDC_ALL_110614,f3a9,2014-11-07,2014-11-07,200,0.2,0
OMW_NDC_ALL_112014,f3a9,2014-11-21,2014-11-21,232,0.23,0
OMW_NDC_ALL_120414,f3a9,2014-12-05,2014-12-05,232,0.23,0
OMW_NDC_ALL_121714,f3a9,2014-12-18,2014-12-18,248,0.24,0
OMW_NONCOMPLIANT_033015,d1p3,2015-04-01,2015-04-01,456,0.45,0
OMW_NONCOMPLIANT_071814,f3a9,2014-12-06,2014-12-06,64,0.06,0
OMW_NONCOMPLIANT_080114,f3a9,2014-12-06,2014-12-06,72,0.07,0
OMW_NONCOMPLIANT_081514,f3a9,2014-12-06,2014-12-06,64,0.06,0
OMW_NONCOMPLIANT_082814,f3a9,2014-12-06,2014-12-06,72,0.07,0
OMW_NONCOMPLIANT_091114,f3a9,2014-12-06,2014-12-06,72,0.07,0
OMW_NONCOMPLIANT_092514,f3a9,2014-12-06,2014-12-06,72,0.07,0
OMW_NONCOMPLIANT_100814,f3a9,2014-10-15,2014-10-15,136,0.13,0
OMW_NONCOMPLIANT_102314,f3a9,2014-10-27,2014-10-27,72,0.07,0
OMW_NONCOMPLIANT_110614,f3a9,2014-11-07,2014-11-07,136,0.13,0
OMW_NONCOMPLIANT_112014,f3a9,2014-11-21,2014-11-21,136,0.13,0
OMW_NONCOMPLIANT_120414,f3a9,2014-12-06,2014-12-06,72,0.07,0
OMW_NONCOMPLIANT_121714,f3a9,2014-12-18,2014-12-18,136,0.13,0
OP_DRILLDOWN_DETAIL_MEDPPO,e8yf,2015-07-15,2015-07-15,12424,12.13,0.012
OUTCOMES_FLU_JAN_11STAGE,d1p3,2011-07-14,2011-07-14,12960,12.66,0.012
OUTCOMES_PNU_JAN_11STAGE,d1p3,2011-07-14,2011-07-14,12960,12.66,0.012
PAIN_MBR_ADM_READM,f6n9,2013-06-21,2013-06-21,56,0.05,0
PAIN_MBR_CH,f6n9,2013-06-21,2013-06-21,408,0.4,0
PBH_ADDCARDIO_ALLMBR_071814,f3a9,2014-07-28,2014-07-28,1992,1.95,0.002
PBH_ADDCARDIO_MBR_010715,d1p3,2015-01-07,2015-01-07,1480,1.45,0.001
PBH_ADDCARDIO_MBR_020515,d1p3,2015-02-05,2015-02-05,1224,1.2,0.001
PBH_ADDCARDIO_MBR_041115,d1p3,2015-04-13,2015-04-13,2184,2.13,0.002
PBH_ADDCARDIO_MBR_051715,d1p3,2015-06-15,2015-06-15,2888,2.82,0.003
PBH_ADDCARDIO_MBR_071015,d1p3,2015-07-12,2015-07-12,3080,3.01,0.003
PBH_ADDCARDIO_MBR_080114,f3a9,2014-08-03,2014-08-03,200,0.2,0
PBH_ADDCARDIO_MBR_080214,f3a9,2014-08-03,2014-08-03,3400,3.32,0.003
PBH_ADDCARDIO_MBR_081415,d1p3,2015-08-14,2015-08-14,3464,3.38,0.003
PBH_ADDCARDIO_MBR_091915,d1p3,2015-09-19,2015-09-19,3464,3.38,0.003
PBH_ADDCARDIO_MBR_102414,f3a9,2014-10-25,2014-10-25,840,0.82,0.001
PBH_ADDCARDIO_MBR_110714,f3a9,2014-11-07,2014-11-07,968,0.95,0.001
PBH_ADDCARDIO_MBR_112114,f3a9,2014-11-21,2014-11-21,1160,1.13,0.001
PBH_ADDCARDIO_MBR_120514,f3a9,2014-12-06,2014-12-06,1288,1.26,0.001
PBH_ADDCARDIO_MBR_121714,f3a9,2014-12-18,2014-12-18,1416,1.38,0.001
PBH_PROV_010715,d1p3,2015-01-07,2015-01-07,1224,1.2,0.001
PBH_PROV_020515,d1p3,2015-02-05,2015-02-05,1224,1.2,0.001
PBH_PROV_041115,d1p3,2015-04-12,2015-04-12,1544,1.51,0.001
PBH_PROV_051715,d1p3,2015-06-14,2015-06-14,1928,1.88,0.002
PBH_PROV_071015,d1p3,2015-07-11,2015-07-11,2120,2.07,0.002
PBH_PROV_080114,f3a9,2014-08-01,2014-08-01,200,0.2,0
PBH_PROV_080214,f3a9,2014-08-02,2014-08-02,2056,2.01,0.002
PBH_PROV_081415,d1p3,2015-08-14,2015-08-14,2312,2.26,0.002
PBH_PROV_091915,d1p3,2015-09-19,2015-09-19,2248,2.2,0.002
PBH_PROV_102414,f3a9,2014-10-24,2014-10-24,776,0.76,0.001
PBH_PROV_110714,f3a9,2014-11-07,2014-11-07,840,0.82,0.001
PBH_PROV_112114,f3a9,2014-11-21,2014-11-21,904,0.88,0.001
PBH_PROV_120514,f3a9,2014-12-05,2014-12-05,968,0.95,0.001
PBH_PROV_121714,f3a9,2014-12-18,2014-12-18,1096,1.07,0.001
PBH_PROV_TEST,f3a9,2014-07-29,2014-07-29,72,0.07,0
PDE_FINAL,f3vc,2016-06-01,2016-06-01,152,0.15,0
PDE_FINAL_201604,f3vc,2016-06-14,2016-06-14,152,0.15,0
PDE_FINAL_201605,f3vc,2016-06-30,2016-06-30,152,0.15,0
PDE_FINAL_POD,f3vc,2016-06-01,2016-06-01,40,0.04,0
PERSISTENT_BBCOM_010715,d1p3,2015-01-07,2015-01-07,1096,1.07,0.001
PERSISTENT_BBCOM_020515,d1p3,2015-02-05,2015-02-05,1096,1.07,0.001
PERSISTENT_BBCOM_041115,d1p3,2015-04-12,2015-04-12,1416,1.38,0.001
PERSISTENT_BBCOM_051715,d1p3,2015-06-14,2015-06-14,1736,1.7,0.002
PERSISTENT_BBCOM_071015,d1p3,2015-07-10,2015-07-10,1928,1.88,0.002
PERSISTENT_BBCOM_080114,f3a9,2014-08-01,2014-08-01,136,0.13,0
PERSISTENT_BBCOM_080214,f3a9,2014-08-02,2014-08-02,1928,1.88,0.002
PERSISTENT_BBCOM_081415,d1p3,2015-08-14,2015-08-14,2056,2.01,0.002
PERSISTENT_BBCOM_091915,d1p3,2015-09-19,2015-09-19,2056,2.01,0.002
PERSISTENT_BBCOM_102414,f3a9,2014-10-24,2014-10-24,712,0.7,0.001
PERSISTENT_BBCOM_110714,f3a9,2014-11-07,2014-11-07,776,0.76,0.001
PERSISTENT_BBCOM_112114,f3a9,2014-11-21,2014-11-21,840,0.82,0.001
PERSISTENT_BBCOM_120514,f3a9,2014-12-05,2014-12-05,904,0.88,0.001
PERSISTENT_BBCOM_121714,f3a9,2014-12-17,2014-12-17,1032,1.01,0.001
PERSISTENT_BBCOM_TEST,f3a9,2014-07-29,2014-07-29,72,0.07,0
PHA_RISK_FACTORS,d1p3,2014-01-16,2014-01-16,1376,1.34,0.001
PHA_RISK_FACTORS_2013,d1p3,2014-01-27,2014-01-27,824,0.8,0.001
PHA_STRAT,d1p3,2015-01-15,2015-01-15,16,0.02,0
PHA_STRAT_201503,d1p3,2015-04-11,2015-04-11,128,0.13,0
PHA_STRAT_201504,d1p3,2015-05-05,2015-05-05,216,0.21,0
PHA_STRAT_201505,d1p3,2015-06-15,2015-06-15,312,0.3,0
PHA_STRAT_201506,e8yf,2015-07-11,2015-07-11,352,0.34,0
PHA_STRAT_201507,e8yf,2015-08-11,2015-08-11,408,0.4,0
PHA_STRAT_201508,d1p3,2015-09-29,2015-09-29,496,0.48,0
PHA_STRAT_201509,e8yf,2015-10-16,2015-10-16,560,0.55,0.001
PHA_STRAT_201510,e8yf,2015-11-18,2015-11-18,600,0.59,0.001
PHA_STRAT_201511,e8yf,2015-12-17,2015-12-17,632,0.62,0.001
PHA_STRAT_201512,e8yf,2016-02-01,2016-02-01,648,0.63,0.001
PHA_STRAT_201601,e8yf,2016-02-24,2016-02-24,40,0.04,0
PHA_STRAT_201602,f3vc,2016-04-04,2016-04-04,72,0.07,0
PHA_STRAT_201603,f3s3,2016-07-14,2016-07-14,152,0.15,0
PHA_STRAT_201604,f3s3,2016-07-14,2016-07-14,240,0.23,0
PHA_STRAT_ACA_201506,e8yf,2015-07-28,2015-07-28,376,0.37,0
PHA_STRAT_EV201507,d1p3,2015-09-18,2015-09-18,392,0.38,0
PODS_COMM_FL,d1p3,2015-10-06,2015-10-06,399624,390.26,0.381
PODS_COMM_FL_RX_NOSPEC,d1p3,2015-10-08,2015-10-08,275120,268.67,0.262
PODS_HIGHC_ANAL,d1p3,2015-10-28,2015-10-28,9272,9.05,0.009
PODS_INFO,d1p3,2015-08-21,2015-08-21,1569032,1532.26,1.496
PODS_INFO2,d1p3,2015-08-25,2015-08-25,1569032,1532.26,1.496
POD_INFO_PROSP_COMM,d1p3,2015-10-08,2015-10-08,260168,254.07,0.248
POD_RISK_ACA_CM,d1p3,2015-10-12,2015-10-12,1303688,1273.13,1.243
POD_RISK_COMM_CM,d1p3,2015-10-12,2015-10-12,283520,276.88,0.27
POD_RISK_MA_CM,d1p3,2015-10-12,2015-10-12,164360,160.51,0.157
POLK_AST,d1p3,2012-04-17,2012-04-17,8296,8.1,0.008
POLK_AST2,d1p3,2012-04-18,2012-04-18,8296,8.1,0.008
POLK_PSC_CHRONIC,d1p3,2012-04-17,2012-04-17,61552,60.11,0.059
POP_0614_MANAGED,d1p3,2014-10-02,2014-10-02,660560,645.08,0.63
POP_0614_TOTAL,d1p3,2014-10-02,2014-10-02,1341968,1310.52,1.28
POP_100K_ASO,d1p3,2015-01-23,2015-01-23,4568,4.46,0.004
POP_100K_ELIG,d1p3,2015-01-26,2015-01-26,3768,3.68,0.004
POP_100K_NOV13_OCT14_MANAGED,d1p3,2015-01-14,2015-01-14,3048,2.98,0.003
POP_201406,d1p3,2014-09-29,2014-09-29,384712,375.7,0.367
POP_ETG_50K_201410,d1p3,2015-01-29,2015-01-29,18096,17.67,0.017
POP_FINAL_GP_201410,d1p3,2015-02-06,2015-02-06,978696,955.76,0.933
POP_MJPC_50K_201410,d1p3,2015-01-29,2015-01-29,14984,14.63,0.014
POP_MNG_100K_201410,d1p3,2015-01-15,2015-01-15,3208,3.13,0.003
POP_MNG_201410,d1p3,2015-01-23,2015-01-23,941640,919.57,0.898
POP_MNG_201503,d1p3,2015-04-11,2015-04-11,552008,539.07,0.526
POP_MNG_201505,d1p3,2015-06-16,2015-06-16,570888,557.51,0.544
POP_MNG_201506,e8yf,2015-07-13,2015-07-13,580712,567.1,0.554
POP_MNG_201507,e8yf,2015-08-18,2015-08-18,568712,555.38,0.542
POP_MNG_201509,e8yf,2015-10-18,2015-10-18,587880,574.1,0.561
POP_MNG_201510,e8yf,2015-11-19,2015-11-19,1092616,1067.01,1.042
POP_MNG_201511,e8yf,2015-12-21,2015-12-21,1260048,1230.52,1.202
POP_MNG_201512,e8yf,2016-02-02,2016-02-02,1253528,1224.15,1.195
POP_MNG_201601,e8yf,2016-02-25,2016-02-25,1133368,1106.8,1.081
POP_MNG_201602,f3vc,2016-04-04,2016-04-04,1151808,1124.81,1.098
POP_MNG_201603,f3s3,2016-07-14,2016-07-14,1205768,1177.51,1.15
POP_MNG_201604,f3s3,2016-07-14,2016-07-14,1226208,1197.47,1.169
POP_MNG_ACA_201506,e8yf,2015-07-28,2015-07-28,217488,212.39,0.207
POP_MNG_EG_201506,e8yf,2015-08-04,2015-08-04,721000,704.1,0.688
POP_MNG_FINAL_,d1ie,2015-06-15,2015-06-15,32,0.03,0
POP_MNG_FINAL_1_201603,f3vc,2016-07-13,2016-07-13,730184,713.07,0.696
POP_MNG_FINAL_201212,d1p3,2015-02-17,2015-02-17,524624,512.33,0.5
POP_MNG_FINAL_201312,d1p3,2015-02-17,2015-02-17,542384,529.67,0.517
POP_MNG_FINAL_201410,d1p3,2015-01-23,2015-01-23,976360,953.48,0.931
POP_MNG_FINAL_201412,d1p3,2015-10-27,2015-10-27,601664,587.56,0.574
POP_MNG_FINAL_201501,d1p3,2015-05-05,2015-05-05,628736,614,0.6
POP_MNG_FINAL_201503,d1p3,2015-04-08,2015-04-08,540344,527.68,0.515
POP_MNG_FINAL_201504,d1p3,2015-05-05,2015-05-05,540344,527.68,0.515
POP_MNG_FINAL_201505,d1p3,2015-06-12,2015-06-12,555008,542,0.529
POP_MNG_FINAL_201506,e8yf,2015-07-10,2015-07-10,562688,549.5,0.537
POP_MNG_FINAL_201507,e8yf,2015-08-14,2015-08-14,573824,560.38,0.547
POP_MNG_FINAL_201509,e8yf,2015-10-16,2015-10-16,590240,576.41,0.563
POP_MNG_FINAL_201510,e8yf,2015-11-18,2015-11-18,599648,585.59,0.572
POP_MNG_FINAL_201511,e8yf,2015-12-16,2015-12-16,760688,742.86,0.725
POP_MNG_FINAL_201512,e8yf,2016-02-01,2016-02-01,768728,750.71,0.733
POP_MNG_FINAL_201601,e8yf,2016-02-23,2016-02-23,687584,671.47,0.656
POP_MNG_FINAL_201602,f3vc,2016-04-04,2016-04-04,698768,682.39,0.666
POP_MNG_FINAL_201603,f3s3,2016-07-14,2016-07-14,730184,713.07,0.696
POP_MNG_FINAL_201604,f3s3,2016-07-14,2016-07-14,742568,725.16,0.708
POP_MNG_FINAL_BG,d1ie,2015-06-15,2015-06-15,645920,630.78,0.616
